Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age (day),Concrete compressive strength (MPa),Category
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,3
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,3
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,3
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,3
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,3
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,2
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,3
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,3
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,3
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,3
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,2
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,2
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,3
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,2
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,2
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,3
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,2
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,2
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,2
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,2
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,2
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,3
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,3
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,3
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,3
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,3
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,3
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,1
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,1
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,1
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,1
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,1
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,1
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,1
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,1
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,1
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,1
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,1
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,1
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,1
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,1
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,2
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,2
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,2
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,2
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,2
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,2
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,2
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,1
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,1
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,2
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,1
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,1
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,2
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,2
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,2
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,2
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,2
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,2
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,2
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,2
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,1
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,2
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,2
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,2
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,2
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,2
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,3
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,2
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,3
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,2
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,3
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,3
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,2
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,2
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,2
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,3
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,2
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,2
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,2
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,3
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,2
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,3
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,2
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,3
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,3
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,3
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,2
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,2
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,3
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,2
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,3
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,1
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,3
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,3
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24,3
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,2
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,2
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75,1
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,2
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77,2
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,2
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,2
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,2
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,3
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,2
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46,3
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,2
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,3
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,3
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,3
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,2
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,2
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,3
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,2
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92,2
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,3
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,3
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,2
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,3
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0,2
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,3
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11,2
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29,2
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,3
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97,1
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85,1
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07,1
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,1
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,2
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4,1
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13,1
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,2
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94,3
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49,3
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12,2
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,2
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61,2
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,3
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78,3
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85,1
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,2
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65,1
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,1
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,2
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6,2
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94,2
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57,2
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,3
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4,1
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62,1
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86,1
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,1
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,1
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75,1
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97,2
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,1
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57,2
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68,2
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,2
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2,1
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62,1
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42,2
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,1
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94,2
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63,2
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24,1
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77,1
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44,2
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75,2
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,2
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,1
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82,1
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,1
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,1
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05,2
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,1
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45,2
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49,1
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,2
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7,2
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,1
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7,2
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,1
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58,1
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18,1
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2,1
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2,1
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63,1
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86,1
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37,1
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73,2
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81,2
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92,1
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04,2
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,1
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91,2
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,1
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,2
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34,1
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,1
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,2
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,1
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44,1
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,1
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73,1
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38,2
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22,1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97,1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,2
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04,2
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,2
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45,2
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,2
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47,1
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84,1
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42,1
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,1
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,1
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08,2
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26,1
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,2
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36,1
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25,2
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33,2
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7,2
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31,1
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94,2
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63,2
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79,2
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49,2
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15,2
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54,1
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53,2
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92,2
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99,1
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84,1
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25,1
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,1
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34,1
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54,1
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57,2
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2,1
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5,1
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58,1
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85,2
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06,2
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21,2
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7,2
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14,2
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73,1
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87,1
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28,1
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29,2
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54,1
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,2
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38,2
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89,2
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,1
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19,2
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9,1
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57,1
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,2
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.29,1
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,2
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41,1
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59,1
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89,2
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23,2
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02,2
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39,1
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66,2
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87,2
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35,1
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39,1
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79,1
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32,2
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78,1
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11,1
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38,2
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42,1
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94,1
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03,1
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57,1
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53,2
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.75,1
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68,1
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8,2
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.0,2
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28,1
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28,1
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05,1
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59,2
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,3
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66,1
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14,1
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78,2
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33,1
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89,1
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52,1
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81,1
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7,2
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96,1
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88,2
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35,1
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79,1
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72,1
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68,2
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56,1
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.88,1
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53,3
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17,1
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.44,2
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73,1
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32,1
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32,2
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25,2
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28,1
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1,2
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96,2
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6,3
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48,1
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69,1
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37,1
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66,2
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09,1
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83,1
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35,1
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57,2
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86,3
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85,1
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24,1
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83,2
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76,2
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7,2
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31,1
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44,1
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74,2
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91,2
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38,2
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87,1
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01,1
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61,2
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66,2
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86,2
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05,1
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54,1
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91,1
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18,2
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96,2
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89,2
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28,3
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94,2
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5,1
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44,1
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64,1
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06,2
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21,2
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94,2
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09,2
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61,3
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76,3
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31,3
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66,3
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62,3
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17,3
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13,1
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53,1
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34,2
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98,2
